filename,label,transcript
audio_256,3.0," My favourite place to visit is a mall. To these to the mall, I first take a bus which drop me, which drop me at the location where from where the mall is 2 kilometers away. Then I have to reach to the mall from the location where the bus dropped me. I took an auto. Then I reached to the mall and I see where more. Then I see a lot of people are approaching towards the mall to chill."
audio_32,3.0, What I remember is the best day of my life is when I got hired in a PPO industry. It's my first time because I am a fresh graduate in senior high school and I met a lot of friends and now I am independent that I can provide to my family because I am a breadwinner and I'm grateful that I got hired for my first job experience which is in a call center. I'm grateful for that.
audio_279,2.5," My favorite hobby is drawing and I love to draw the pictures and I enjoyed the lot when I was drawing and I used some tools to draw and tools are like pencil, eraser, scale and colors and something like cotton to wrap the colors and while I'm drawing any picture I'll involve very deep and I'll draw and I love to draw the pictures and I like to enjoy the practicing my own hobby that is drawing with an"
audio_102_2,3.0, My favorite place to visit is Puerto Rico. This place is very peaceful. I had to travel from USA like New York and I need to take my plane to Puerto Rico to someone but it is like a nylon near Sko Koeleira and it is very very very small but with lots of beaches and places to go and eat food. The winter season is the most peaceful and beautiful.
audio_193,4.0," Last week I went to a beautiful resort by the beach. The weather was really nice and the breeze was amazing. And if I talk about the food, the food was also very good. We also got to do many activities over there like scuba diving. We also did snorkeling. We had an amazing experience spending the night in the resort and doing all the adventures with it. It was an amazing and a beautiful time that me and my family spent at the resort. And the food, they had varieties of food over there. They had Italian, they had Chinese, they had Asian, they had multikus over there. And the time, the food, the place, everything was amazing."
audio_362,1.0," Oh, a lot of people in this market crowded, so crowded because of the market, it might get so crowded because of the sale of the... of the... father showed that I'm sure of it. It will... it will hide for me to go buy some..."
audio_321,2.5," In a flood, when I arrive, I see houses submerge under the cold water. Fast moving flood waters, the streets look like rivers with cars and pedestrians. A emergency service can people with boats, residents, stans and foots, and balconies. There are orders that have to evacuate their houses with their pets and they have to go to a safer place with their things, carrying up medical supplies and food and clothes. The water has broken branches, a brilliant forest and even garbage. They are restricted with the smell of gasoline and the appad and we only see the trips of streets and the roads."
audio_153,4.5," You can hear a crowded market before you can see it. Then you have to click off any of the noises that claim you have changed. The ups and downs of people like what they're doing are bags, trying to figure out which is the best piece of the bunch. Markets are big. Markets can't even be tight. With many people passing through each other like sardines, hoping to find the next best deal. You have people selling fruit, people selling produce, that their own chickens need. You have people selling their own layers as though they are also somehow artisan. In the morning as you can have vendors coming in restocking, as it gets to a war throughout the day, pitching probably around 3pm or 4pm before we are dying down."
audio_6,3.0," Now if you are at Habi Isen, I love how to let me connect with the nature and see the beauty of the plants growing. All I need are some basic tools like a shovel rake and water drinking. I enjoy gardening both on my tongue, for quiet reflection and sometimes with the plants or family for refund and the collaborative experience. Whether I am digging in the soil alone or sharing the joy of gardening with others, it always brings me a sense of full-"
audio_46,2.5," My favorite holiday season happened in last year and we, me and my family go there. We've been planning for a long time to go that place and it's about 145 kilometers away from my home. And that place is called Moana, which is a very heaven-on-out place to visit. And there is a lot of place to visit Moana and we specifically go away place called Watawada. And Watawada is kind of a forest area which is really amazing and we go there in the monsoon season. And it's really amazing to visit that place. It's a great experience."
audio_94,3.5," The playground looks like a green, filled with green glasses, different kind of toys, different kind of play games, activities. There are lots of activities there. You have the different kind of the swing, the roller coaster. You will have a society area, you have a bench and a chair, you have a table, you have a relaxing environment, then you hear lots of sound for the children when they play around a lot of shouting, a lot of plain happiness in general. Yeah, that's how the playground looks like. And that's how it feels to be on the playground, which is very, very, very fun for kids and adults in general."
audio_285,3.0," One of my favorite holiday destinations in a small town, it has beautiful sandy location where you can relax under the sun. The water is clear and is perfect for swimming. The location is filled with charming shops and local restaurants serving with fresh foods. In the evenings you can stroll along the location enjoying the sea breeze and the sound of waves. There are also coffee spots or cozy spots to watch the sunset and definitely make it a peaceful getaway. The laid back atmosphere and stunning views create the perfect escape from everyday life."
audio_109,2.5," My favourite place to visit is La Basna that is Lal Bahadur Sahaskini Shtal Academy of administration which is situated in Musori. This is my favourite place because the civil servants who cleared UPSC may be attending the La Basna. This is the place where civil servants which is the aspirants who cleared IAS they will be training in the academy. It is a favourite place not only for me but the candidates who practice civil services and it is situated in Musori and it is the best place for the IAS officers. Moreover the best season to visit Musori is summer season, rainy season, winter season because Musori which is located near to Himalayas where it is covered with snow. It is a heavenly, heavenly place."
audio_240_2,2.0," My best day was when I'm in charge, it's my family, I went to it. Under the day we enjoyed very lot with my family members. And we played game, we played game more games. And we can spend more time on that place. If that moments are very special for me. When I think that they'll be very happy. All my family members make that day very special. If you once live has their best days."
audio_248,3.5, My topic is about to describe the best day of my life and the best day of my life is when I met my best friend and I couldn't say his name but he is such an understanding person and he is such an mature person and in every situation he understands me so well and without him I think my life would not be like this and he would have so many changes without him and I would have missed someone who is so close to me and so who understands me so well other than anyone and I think that's the day which I have met him and without the day without meeting him it will be so horrible that life was for me and he changed so much in my life and yesterday is a very special one.
